1|7|Join tour Srpska Sveta Gora!|False
2|1|Nina Kuzminac changed reservation request status to 'Denied'. Reservation: Loki's From: 12/5/2023 12:00:00 AM To: 12/19/2023 12:00:00 AM|False
3|1|Nina Kuzminac changed reservation request status to 'Denied'. Reservation: Loki's From: 12/5/2023 12:00:00 AM To: 12/19/2023 12:00:00 AM|False
4|1|Nina Kuzminac changed reservation request status to 'Accepted'. Reservation: Loki's From: 12/5/2023 12:00:00 AM To: 12/10/2023 12:00:00 AM|False
5|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/2/2023 12:00:00 AM|False
6|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Reni From: 8/8/2023 12:00:00 AM To: 8/11/2023 12:00:00 AM|False
7|2|Neko Neko changed reservation request status to 'Accepted'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/1/2023 12:00:00 AM|False
8|2|Neko Neko changed reservation request status to 'Accepted'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/2/2023 12:00:00 AM|False
9|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/2/2023 12:00:00 AM|False
10|2|Neko Neko changed reservation request status to 'Accepted'. Reservation: Reni From: 8/8/2023 12:00:00 AM To: 8/10/2023 12:00:00 AM|False
11|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/2/2023 12:00:00 AM|False
12|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Reni From: 7/8/2023 12:00:00 AM To: 7/10/2023 12:00:00 AM|False
13|2|Neko Neko changed reservation request status to 'Accepted'. Reservation: Uros's From: 5/28/2023 12:00:00 AM To: 6/1/2023 12:00:00 AM|False
14|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Reni From: 7/8/2023 12:00:00 AM To: 7/10/2023 12:00:00 AM|False
15|2|Neko Neko changed reservation request status to 'Denied'. Reservation: Uros's From: 12/28/2023 12:00:00 AM To: 1/3/2024 12:00:00 AM|False
16|2|Neko Neko changed reservation request status to 'Accepted'. Reservation: Reni From: 8/8/2023 12:00:00 AM To: 8/11/2023 12:00:00 AM|False
